"ORDER","FAMILY","SCI_NAME","PRIMARY_COM_NAME","CATEGORY_1_A","CATEGORY_2_A","REFERENCE_A","COMMENT_A","CATEGORY_1_B","CATEGORY_2_B","REFERENCE_B","COMMENT_B","CATEGORY_1_C","REFERENCE_C","COMMENT_C","CATEGORY_1_D","REFERENCE_D","COMMENT_D","CATEGORY_1_E","REFERENCE_E","COMMENT_E","ESM_AJS_FINAL_DECISION","DECISION_FINAL","GENERAL_CAT"
"Passeriformes","Parulidae (New World Warblers)","Cardellina pusilla","Wilson's Warbler","Person",NA,NA,"Alexander WIlson","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Parulidae (New World Warblers)","Helmitheros vermivorum","Worm-eating Warbler","Behavior",NA,NA,NA,"Behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga petechia","Yellow Warbler","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga dominica","Yellow-throated Warbler","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Parkesia motacilla","Louisiana Waterthrush","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Bombycillidae (Waxwings)","Bombycilla garrulus","Bohemian Waxwing","Geographic Location",NA,NA,NA,"Behavior",NA,NA,"Nomadic in winter, could be Life history?","Miscellaneous",NA,NA,"Geographic Location","https://www.merriam-webster.com/dictionary/Bohemian%20waxwing","refers to Czech region of Bohemia. MW notes that while there is a widespread belief that it actually comes from the usage of Bohemian for Romani and refers to the birds migratory and irruptive habits, the use of Bohemian to refer to the bird pre-dates that usage, as the description of ""garrulus bohemicus"" dates back to 1555, while the latter use seems to date to the 18th-19th century","Behavior",NA,"BotW: ""Named for the nomadic ranging patterns of its winter flocks""","Behavior","Behavior","natural history"
"Passeriformes","Bombycillidae (Waxwings)","Bombycilla cedrorum","Cedar Waxwing","Life History",NA,NA,"habitat association- open woodland, which is often cedar","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Numenius phaeopus","Whimbrel","Behavior",NA,"https://en.wiktionary.org/wiki/whimbrel","Onomatopoeic- ""whimper"" + ""el""","Behavior",NA,"https://www.audubon.org/field-guide/bird/whimbrel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Tringa semipalmata","Willet","Behavior",NA,NA,"named for ""pill-will-willet"" call","Behavior",NA,NA,"""pill-will-willet"" call",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Scolopax minor","American Woodcock","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Piciformes","Picidae (Woodpeckers)","Picoides dorsalis","American Three-toed Woodpecker","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Piciformes","Picidae (Woodpeckers)","Dryobates pubescens","Downy Woodpecker","Size",NA,NA,"named relative to the Hairy Woodpecker- apparently bc it was smaller, Linnaeus thought ""downy"" was logical?","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait","BotW","""Downy"" a reference to the soft white feathers of the white stripe on the lower back, in contrast to the similar, but more hairlike feathers on the lower back of the Hairy Woodpecker","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Melanerpes uropygialis","Gila Woodpecker","Geographic Location",NA,NA,NA,"Person",NA,NA,NA,"Geographic Location",NA,NA,"Geographic Location",NA,NA,"Geographic Location",NA,NA,NA,"Geographic Location","natural history"
"Piciformes","Picidae (Woodpeckers)","Melanerpes aurifrons","Golden-fronted Woodpecker","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Dryobates villosus","Hairy Woodpecker","Both sexes physical trait",NA,"https://abcbirds.org/bird/hairy-woodpecker/","Hairy refers to the white feathers that run down the middle of the black back","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Campephilus principalis","Ivory-billed Woodpecker","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Melanerpes lewis","Lewis's Woodpecker","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Piciformes","Picidae (Woodpeckers)","Dryobates nuttallii","Nuttall's Woodpecker","Person",NA,"https://birdnamesforbirds.wordpress.com/historical-profiles/profiles-a-z/nuttall-thomas/","Thomas Nuttall, naturalist","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Piciformes","Picidae (Woodpeckers)","Dryocopus pileatus","Pileated Woodpecker","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Pileated refers to large crest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Melanerpes carolinus","Red-bellied Woodpecker","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Dryobates borealis","Red-cockaded Woodpecker","Male physical trait",NA,NA,"But red stripe is apparently very hard to see unless captured","Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Melanerpes erythrocephalus","Red-headed Woodpecker","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Dryobates stricklandi","Strickland's Woodpecker","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Piciformes","Picidae (Woodpeckers)","Dryobates albolarvatus","White-headed Woodpecker","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Troglodytidae (Wrens)","Thryomanes bewickii","Bewick's Wren","Person",NA,NA,"for Thomas Bewick","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Troglodytidae (Wrens)","Campylorhynchus brunneicapillus","Cactus Wren","Life History",NA,NA,"lives and nests in cacti","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Troglodytidae (Wrens)","Thryothorus ludovicianus","Carolina Wren","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Troglodytidae (Wrens)","Troglodytes aedon","House Wren","General Descriptor",NA,NA,"house as in ""common""","Life History",NA,NA,"Because of its association with humans","Miscellaneous",NA,NA,"Behavior",NA,"house refers to it's tendency to nest around human homes","Natural History",NA,NA,"Natural History","Natural History","natural history"
"Passeriformes","Troglodytidae (Wrens)","Salpinctes obsoletus","Rock Wren","Life History",NA,NA,"associated with rocky habitat","Life History",NA,NA,"Exposed rock habitats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Troglodytidae (Wrens)","Troglodytes hiemalis","Winter Wren","Time limit",NA,"https://en.wikipedia.org/wiki/Winter_wren","origin of name unclear; potentially due to nestin in dark nooks in the winter?","Life History",NA,NA,"Overwinters in Eastern USA.","Miscellaneous",NA,NA,"Behavior",NA,"considered ""winter"" birds in the US, which it's name refers to","Natural History","https://en.wikipedia.org/wiki/Winter_wren","The specific epithet hiemalis is Latin and means ""of winter"".","Miscellaneous","Miscellaneous","human"
"Passeriformes","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Chamaea fasciata","Wrentit","Behavior","Both sexes physical trait",NA,"Wren references melodic voice, tit overall appearance","Both sexes physical trait",NA,NA,NA,"Miscellaneous",NA,NA,"Both sexes physical trait","https://en.wikipedia.org/wiki/Wrentit","name refers to appearance similar to both wrens and tits","Both sexes physical trait",NA,NA,"Both sexes physical trait","Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Tringa melanoleuca","Greater Yellowlegs","Size","Both sexes physical trait",NA,NA,"Size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Geothlypis beldingi","Belding's Yellowthroat","Person",NA,NA,"Lyman Belding, ornithologist","Person",NA,NA,"Lyman Belding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Paroquet Auklet","Both sexes physical trait",NA,"","dif. modern spelling -- ""Parakeet""","No Unique Identifier",NA,"https://www.merriam-webster.com/dictionary/paroquet ","Paroquet: ""variant spelling of parrakeet""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Baldpate","Male physical trait",NA,"","now ""American Wigeon""","Male physical trait",NA,"https://www.merriam-webster.com/dictionary/baldpate ","Male specific physical trait: Male has white patch on head resembling baldness while female does not.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
NA,NA,NA,"Surf Bird","Natural History",NA,"","","Natural History",NA,"https://www.merriam-webster.com/dictionary/surf ","refers to the swell of the sea that breaks upon the shore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
NA,NA,NA,"Yellow-billed Tropicbird","Both sexes physical trait",NA,"","now ""white-tailed tropicbird""","Both sexes physical trait",NA,"","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Bicolored Blackbird","Male physical trait",NA,"https://www.allaboutbirds.org/guide/Red-winged_Blackbird/id","sub-species of red-wing black bird","Male physical trait",NA,"","Male physical trait-- Through the female also has multiple colors they are just variant shades of brown, compared to the striking color of the male. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
NA,NA,NA,"Bluebird","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","Bluebird is a genus of birds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Red-spotted Bluethroat","Both sexes physical trait",NA,"","","Male physical trait",NA,"","Females lack blue throat and red spots",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
NA,NA,NA,"Bobwhite","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","genus of birds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Grayson's Bobwhite","Person",NA,"","subspecies of northern bob-white","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Masked Bobwhite","Both sexes physical trait",NA,"https://www.fws.gov/species/masked-bobwhite-colinus-virginianus-ridgwayi","","Male physical trait",NA,"https://www.joelsartore.com/bir045-00121/ ","The male has a black mask and the hen has a cream colored face.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
NA,NA,NA,"Booby","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","genus of birds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Blue-faced Booby","Both sexes physical trait",NA,"","now reffered to as ""masked booby""","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Black Brant","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","John Cassin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Cassin's Bullfinch","Person",NA,"","comes up as ""finch"" not ""bullfinch""","Person",NA,""," John Kirk Townsend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Townsend's Bunting","Person",NA,"https://digitalcommons.usf.edu/cgi/viewcontent.cgi?article=6057&context=auk https://blog.aba.org/2014/09/open-mic-the-townsends-bunting-story.html","now considered as a rare color variant of a Dickcissel, not its own valid species","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Black-eared Bushtit","Both sexes physical trait",NA,"https://www.nationalgeographic.com/animals/birds/facts/bushtit","now classified as a color varient of the common bushtit (due to interbredding with lead-colored bushtit, now just one species)","Both sexes physical trait",NA,"","Now a subspecies. Black ears more common in males",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Lead-colored Bushtit","Both sexes physical trait",NA,"https://txtbba.tamu.edu/species-accounts/bushtit/","now considered a color varient of common bushtit (due to interbreeding between lead-colored bushtit)","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"European Buzzard","Geographic Location",NA,"","Either ""common buzzard"" or ""european honey buzzard""?","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Canvas-back","Male physical trait",NA,"","","Male physical trait",NA,"https://www.ducks.org/hunting/waterfowl-id/canvasback ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
NA,NA,NA,"Audubon's Caracara","Person",NA,"","now reffered to as ""Crested Caracara""","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Cardinal","No Unique Identifier",NA,"https://www.birdwatchersgeneralstore.com/how-the-cardinal-got-its-name/","","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Texan Cardinal","Geographic Location",NA,"https://landmarkwildlife.com/northern-cardinals-in-texas/#:~:text=Abundance%20Across%20Texas,and%20adaptability%20across%20Texas%20landscapes.","now ""northern cardinal"" i believe","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Catbird","No Unique Identifier",NA,"https://www.audubon.org/art/birds-america/cat-bird","after its bird-call","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Chachalaca","No Unique Identifier",NA,"","after its bird-call","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Chickadee","No Unique Identifier",NA,"","after its bird-call","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Hudsonian Chickadee","Geographic Location",NA,"","now reffered to as ""boreal chickadee""","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Siberian Chickadee","Geographic Location",NA,"","now reffered to as ""gray-headed chickadee""","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"European Coot","Geographic Location",NA,"","now reffered to as ""eurasian coot""","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Cormorant","No Unique Identifier",NA,"","meaning ""sea raven"" in latin","Time limit",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Mexican Cormorant","Geographic Location",NA,"","now reffered to as ""neotropic cormorant""","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Cowbird","No Unique Identifier",NA,"","after its tendancy to follow cattle","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Little Brown Crane","Size",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
NA,NA,NA,"Bahama Honeycreeper","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"American Crossbill","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Northwest Crow","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Hudsonian Curlew","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Ground Dove","Behavior",NA,"","","Natural History",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
NA,NA,NA,"White-fronted Dove","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Dowitcher","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"American Scaup Duck","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Black Duck","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Florida Duck","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Lesser Scaup Duck","Size",NA,"","","Size",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
NA,NA,NA,"Rufous-crested Duck","Male physical trait",NA,"","","Male physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
NA,NA,NA,"Steller's Duck","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Gray Sea Eagle","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
